Date,Total_kWh,Hour_of_Day,Day_of_week,Holiday,Weekend,Weekday,Working_Hour,Noon,Temperature,Dew Point,Humidity,Pressure,Solar
2018-07-01 00:00:00,176.26166666666668,0,6,0,1,0,0,0,25.0,24.2,95,1006.43,0
2018-07-01 01:00:00,177.3,1,6,0,1,0,0,0,25.5,24.8,96,1006.43,0
2018-07-01 02:00:00,177.0488333333333,2,6,0,1,0,0,0,25.8,24.9,95,1005.76,0
2018-07-01 03:00:00,175.12916666666666,3,6,0,1,0,0,0,25.7,24.7,94,1005.08,0
2018-07-01 04:00:00,183.175,4,6,0,1,0,0,0,26.3,24.6,90,1005.42,0
2018-07-01 05:00:00,181.88366666666664,5,6,0,1,0,0,0,26.3,24.6,90,1005.08,0
2018-07-01 06:00:00,160.37583333333333,6,6,0,1,0,0,0,26.5,24.7,90,1005.76,5
2018-07-01 07:00:00,157.98866666666666,7,6,0,1,0,0,0,27.1,24.9,88,1006.77,162
2018-07-01 08:00:00,142.76783333333336,8,6,0,1,0,1,0,28.4,24.8,81,1007.45,366
2018-07-01 09:00:00,117.386,9,6,0,1,0,1,0,29.5,24.6,75,1007.45,554
2018-07-01 10:00:00,118.58166666666668,10,6,0,1,0,1,0,31.1,24.9,70,1007.79,373
2018-07-01 11:00:00,120.378,11,6,0,1,0,1,0,32.2,24.8,65,1007.11,842
2018-07-01 12:00:00,123.81566666666669,12,6,0,1,0,0,1,32.9,23.6,58,1006.43,149
2018-07-01 13:00:00,125.621,13,6,0,1,0,1,0,32.8,25.1,64,1005.76,888
2018-07-01 14:00:00,125.46533333333336,14,6,0,1,0,1,0,33.2,25.2,63,1004.74,842
2018-07-01 15:00:00,124.36266666666668,15,6,0,1,0,1,0,34.1,25.5,61,1003.73,684
2018-07-01 16:00:00,136.078,16,6,0,1,0,1,0,34.2,25.1,59,1003.39,90
2018-07-01 17:00:00,165.169,17,6,0,1,0,0,0,33.2,25.5,64,1003.05,56
2018-07-01 18:00:00,188.05283333333333,18,6,0,1,0,0,0,32.0,25.6,69,1003.05,21
2018-07-01 19:00:00,203.833,19,6,0,1,0,0,0,30.6,25.6,75,1004.06,0
2018-07-01 20:00:00,215.05483333333336,20,6,0,1,0,0,0,28.4,25.0,82,1005.08,0
2018-07-01 21:00:00,185.634,21,6,0,1,0,0,0,28.9,25.7,83,1005.76,0
2018-07-01 22:00:00,180.6718333333333,22,6,0,1,0,0,0,28.3,25.3,84,1006.43,0
2018-07-01 23:00:00,165.65466666666666,23,6,0,1,0,0,0,28.6,25.4,83,1006.77,0
2018-07-02 00:00:00,165.98533333333333,0,0,0,0,1,0,0,28.0,25.2,85,1006.1,0
2018-07-02 01:00:00,161.67466666666667,1,0,0,0,1,0,0,28.3,25.5,85,1005.76,0
2018-07-02 02:00:00,159.64266666666668,2,0,0,0,1,0,0,27.2,25.6,91,1006.43,0
2018-07-02 03:00:00,161.6763333333333,3,0,0,0,1,0,0,27.2,25.8,92,1005.42,0
2018-07-02 04:00:00,175.7873333333333,4,0,0,0,1,0,0,27.3,24.8,86,1005.08,0
2018-07-02 05:00:00,170.42533333333333,5,0,0,0,1,0,0,27.6,24.8,85,1005.08,0
2018-07-02 06:00:00,196.0043333333333,6,0,0,0,1,0,0,27.4,24.5,84,1005.76,7
2018-07-02 07:00:00,388.5543333333333,7,0,0,0,1,0,0,27.8,24.2,81,1006.43,123
2018-07-02 08:00:00,879.3191666666667,8,0,0,0,1,1,0,29.2,24.3,75,1006.77,439
2018-07-02 09:00:00,790.1516666666666,9,0,0,0,1,1,0,29.9,24.3,72,1006.77,548
2018-07-02 10:00:00,788.2470000000001,10,0,0,0,1,1,0,31.3,24.4,67,1007.11,369
2018-07-02 11:00:00,623.2080000000001,11,0,0,0,1,1,0,30.4,25.4,75,1006.77,691
2018-07-02 12:00:00,347.8516666666667,12,0,0,0,1,0,1,32.5,24.6,63,1006.1,366
2018-07-02 13:00:00,830.9496666666666,13,0,0,0,1,1,0,33.1,25.1,63,1005.42,176
2018-07-02 14:00:00,772.4275,14,0,0,0,1,1,0,34.4,25.8,61,1004.4,1081
2018-07-02 15:00:00,680.7698333333333,15,0,0,0,1,1,0,33.6,25.0,61,1003.39,183
2018-07-02 16:00:00,505.4361666666666,16,0,0,0,1,1,0,25.3,23.9,92,1004.4,28
2018-07-02 17:00:00,262.3908333333333,17,0,0,0,1,0,0,26.1,24.5,91,1004.06,12
2018-07-02 18:00:00,242.3198333333333,18,0,0,0,1,0,0,27.1,25.3,90,1004.74,0
2018-07-02 19:00:00,226.239,19,0,0,0,1,0,0,27.3,25.2,88,1005.08,0
2018-07-02 20:00:00,166.146,20,0,0,0,1,0,0,27.5,24.9,86,1005.76,0
2018-07-02 21:00:00,144.235,21,0,0,0,1,0,0,27.8,24.8,84,1006.77,0
2018-07-02 22:00:00,137.93499999999997,22,0,0,0,1,0,0,28.0,24.4,81,1007.45,0
2018-07-02 23:00:00,131.7905,23,0,0,0,1,0,0,28.1,24.3,80,1007.45,0
2018-07-03 00:00:00,131.899,0,1,0,0,1,0,0,28.1,24.1,79,1007.11,0
2018-07-03 01:00:00,108.55133333333332,1,1,0,0,1,0,0,27.8,23.8,79,1006.43,0
2018-07-03 02:00:00,107.40749999999998,2,1,0,0,1,0,0,27.6,23.6,79,1005.42,0
2018-07-03 03:00:00,105.86,3,1,0,0,1,0,0,27.4,23.5,79,1005.08,0
2018-07-03 04:00:00,125.85833333333336,4,1,0,0,1,0,0,27.3,23.4,79,1005.08,0
2018-07-03 05:00:00,136.88016666666667,5,1,0,0,1,0,0,27.1,23.5,81,1005.42,0
2018-07-03 06:00:00,175.99166666666667,6,1,0,0,1,0,0,27.0,23.3,80,1006.1,9
2018-07-03 07:00:00,339.21816666666666,7,1,0,0,1,0,0,27.9,23.5,77,1006.43,167
2018-07-03 08:00:00,732.8673333333332,8,1,0,0,1,1,0,28.8,23.9,75,1006.77,369
2018-07-03 09:00:00,672.135,9,1,0,0,1,1,0,30.6,24.3,69,1006.77,529
2018-07-03 10:00:00,617.8906666666667,10,1,0,0,1,1,0,31.1,24.3,67,1006.77,272
2018-07-03 11:00:00,496.1773333333333,11,1,0,0,1,1,0,31.2,25.1,70,1006.43,301
2018-07-03 12:00:00,257.8523333333333,12,1,0,0,1,0,1,31.2,25.1,70,1005.76,362
2018-07-03 13:00:00,672.0458333333333,13,1,0,0,1,1,0,32.6,24.3,62,1004.74,260
2018-07-03 14:00:00,616.4413333333333,14,1,0,0,1,1,0,32.4,24.8,64,1004.06,221
2018-07-03 15:00:00,606.372,15,1,0,0,1,1,0,32.2,25.6,68,1003.39,158
2018-07-03 16:00:00,470.374,16,1,0,0,1,1,0,32.6,25.9,68,1002.71,141
2018-07-03 17:00:00,281.02166666666665,17,1,0,0,1,0,0,31.8,25.9,71,1002.71,383
2018-07-03 18:00:00,361.2383333333333,18,1,0,0,1,0,0,27.6,23.0,76,1003.73,12
2018-07-03 19:00:00,352.9388333333333,19,1,0,0,1,0,0,28.3,23.2,74,1004.4,0
2018-07-03 20:00:00,254.252,20,1,0,0,1,0,0,28.3,24.1,78,1004.74,0
2018-07-03 21:00:00,172.00616666666667,21,1,0,0,1,0,0,28.7,24.5,78,1005.08,0
2018-07-03 22:00:00,154.11383333333333,22,1,0,0,1,0,0,28.7,24.4,78,1006.43,0
2018-07-03 23:00:00,151.61583333333334,23,1,0,0,1,0,0,28.6,23.9,76,1006.43,0
2018-07-04 00:00:00,151.46166666666667,0,2,0,0,1,0,0,28.3,23.3,74,1005.76,0
2018-07-04 01:00:00,150.61216666666667,1,2,0,0,1,0,0,28.0,23.2,75,1005.42,0
2018-07-04 02:00:00,153.34333333333333,2,2,0,0,1,0,0,27.8,23.2,76,1005.08,0
2018-07-04 03:00:00,153.721,3,2,0,0,1,0,0,27.7,23.1,76,1004.74,0
2018-07-04 04:00:00,166.07316666666665,4,2,0,0,1,0,0,27.5,23.1,77,1005.08,0
2018-07-04 05:00:00,167.86033333333336,5,2,0,0,1,0,0,27.3,23.3,79,1005.42,0
2018-07-04 06:00:00,148.08566666666667,6,2,0,0,1,0,0,27.2,23.3,79,1005.76,9
2018-07-04 07:00:00,345.77750000000003,7,2,0,0,1,0,0,27.9,23.5,77,1006.43,211
2018-07-04 08:00:00,753.6553333333333,8,2,0,0,1,1,0,29.2,23.4,71,1006.77,397
2018-07-04 09:00:00,618.4046666666666,9,2,0,0,1,1,0,30.1,23.7,69,1007.11,682
2018-07-04 10:00:00,592.0191666666666,10,2,0,0,1,1,0,30.6,23.8,67,1007.11,469
2018-07-04 11:00:00,464.3008333333333,11,2,0,0,1,1,0,31.9,24.6,65,1006.43,287
2018-07-04 12:00:00,292.3401666666666,12,2,0,0,1,0,1,31.2,24.6,68,1005.76,410
2018-07-04 13:00:00,700.8196666666668,13,2,0,0,1,1,0,32.8,24.6,62,1005.08,311
2018-07-04 14:00:00,577.2326666666667,14,2,0,0,1,1,0,31.9,24.6,65,1004.4,522
2018-07-04 15:00:00,582.8019999999999,15,2,0,0,1,1,0,32.4,24.9,65,1003.73,854
2018-07-04 16:00:00,436.8753333333333,16,2,0,0,1,1,0,31.3,24.7,68,1003.05,181
2018-07-04 17:00:00,231.31016666666667,17,2,0,0,1,0,0,32.3,25.4,67,1003.05,380
2018-07-04 18:00:00,264.89866666666666,18,2,0,0,1,0,0,31.3,25.2,70,1003.05,135
2018-07-04 19:00:00,249.9568333333333,19,2,0,0,1,0,0,30.3,25.6,76,1003.39,0
2018-07-04 20:00:00,201.97916666666663,20,2,0,0,1,0,0,26.4,23.1,82,1004.74,0
2018-07-04 21:00:00,189.5378333333333,21,2,0,0,1,0,0,27.0,23.9,83,1004.74,0
2018-07-04 22:00:00,155.80300000000005,22,2,0,0,1,0,0,28.2,23.6,76,1005.08,0
2018-07-04 23:00:00,140.61033333333333,23,2,0,0,1,0,0,27.9,23.6,77,1005.42,0
2018-07-05 00:00:00,141.1668333333333,0,3,0,0,1,0,0,27.8,23.0,75,1005.08,0
2018-07-05 01:00:00,138.61699999999996,1,3,0,0,1,0,0,27.6,23.2,77,1004.74,0
2018-07-05 02:00:00,138.7303333333333,2,3,0,0,1,0,0,27.6,23.0,76,1004.4,0
2018-07-05 03:00:00,136.3276666666667,3,3,0,0,1,0,0,27.6,22.9,76,1004.4,0
2018-07-05 04:00:00,147.56133333333335,4,3,0,0,1,0,0,27.4,22.8,76,1004.06,0
2018-07-05 05:00:00,155.3785,5,3,0,0,1,0,0,27.3,22.9,77,1004.06,0
2018-07-05 06:00:00,161.57533333333333,6,3,0,0,1,0,0,26.9,23.0,79,1004.4,5
2018-07-05 07:00:00,310.3695,7,3,0,0,1,0,0,28.4,23.9,77,1004.74,146
2018-07-05 08:00:00,682.2354999999999,8,3,0,0,1,1,0,29.2,24.6,76,1005.08,346
2018-07-05 09:00:00,604.6166666666667,9,3,0,0,1,1,0,30.2,24.1,70,1005.08,652
2018-07-05 10:00:00,603.5973333333334,10,3,0,0,1,1,0,30.6,23.7,67,1005.08,529
2018-07-05 11:00:00,477.59816666666666,11,3,0,0,1,1,0,32.0,24.1,63,1004.4,895
2018-07-05 12:00:00,261.23566666666665,12,3,0,0,1,0,1,31.6,23.9,64,1004.06,253
2018-07-05 13:00:00,696.7728333333332,13,3,0,0,1,1,0,32.0,24.3,64,1003.39,318
2018-07-05 14:00:00,584.519,14,3,0,0,1,1,0,31.4,24.3,66,1003.05,371
2018-07-05 15:00:00,601.4169999999999,15,3,0,0,1,1,0,31.3,24.7,68,1002.03,471
2018-07-05 16:00:00,453.8145,16,3,0,0,1,1,0,31.7,25.3,69,1001.69,548
2018-07-05 17:00:00,268.38516666666663,17,3,0,0,1,0,0,31.2,25.1,70,1001.69,70
2018-07-05 18:00:00,327.9303333333333,18,3,0,0,1,0,0,30.8,25.4,73,1001.69,58
2018-07-05 19:00:00,308.59883333333335,19,3,0,0,1,0,0,30.4,25.2,74,1002.03,0
2018-07-05 20:00:00,212.89666666666665,20,3,0,0,1,0,0,30.3,24.5,71,1002.71,0
2018-07-05 21:00:00,186.486,21,3,0,0,1,0,0,30.3,23.4,67,1003.39,0
2018-07-05 22:00:00,215.5668333333333,22,3,0,0,1,0,0,29.9,23.6,69,1004.06,0
2018-07-05 23:00:00,179.26816666666664,23,3,0,0,1,0,0,29.5,22.9,68,1004.74,0
2018-07-06 00:00:00,167.39983333333336,0,4,0,0,1,0,0,29.1,23.5,72,1004.06,0
2018-07-06 01:00:00,167.501,1,4,0,0,1,0,0,28.8,23.4,73,1003.73,0
2018-07-06 02:00:00,167.16166666666666,2,4,0,0,1,0,0,28.5,23.4,74,1002.71,0
2018-07-06 03:00:00,163.56000000000003,3,4,0,0,1,0,0,28.3,23.7,76,1003.05,0
2018-07-06 04:00:00,178.70916666666668,4,4,0,0,1,0,0,27.8,23.7,78,1003.05,0
2018-07-06 05:00:00,181.884,5,4,0,0,1,0,0,27.3,23.4,79,1003.05,0
2018-07-06 06:00:00,194.4965,6,4,0,0,1,0,0,27.4,23.2,78,1003.39,5
2018-07-06 07:00:00,331.265,7,4,0,0,1,0,0,27.8,23.2,76,1004.06,58
2018-07-06 08:00:00,665.4213333333333,8,4,0,0,1,1,0,28.5,23.4,74,1004.4,390
2018-07-06 09:00:00,587.2339999999999,9,4,0,0,1,1,0,29.5,23.9,72,1004.74,587
2018-07-06 10:00:00,597.1765,10,4,0,0,1,1,0,30.6,23.6,66,1004.74,411
2018-07-06 11:00:00,472.71116666666666,11,4,0,0,1,1,0,31.3,23.7,64,1004.06,504
2018-07-06 12:00:00,250.68616666666665,12,4,0,0,1,0,1,32.0,23.6,61,1003.39,475
2018-07-06 13:00:00,648.317,13,4,0,0,1,1,0,32.2,23.9,62,1002.71,202
2018-07-06 14:00:00,580.5438333333333,14,4,0,0,1,1,0,32.2,24.6,64,1002.03,301
2018-07-06 15:00:00,565.8024999999999,15,4,0,0,1,1,0,31.9,24.6,65,1001.69,192
2018-07-06 16:00:00,466.9153333333333,16,4,0,0,1,1,0,29.8,24.9,75,1001.69,104
2018-07-06 17:00:00,353.1548333333333,17,4,0,0,1,0,0,28.9,24.1,75,1001.36,155
2018-07-06 18:00:00,472.9575,18,4,0,0,1,0,0,29.4,24.1,73,1002.03,65
2018-07-06 19:00:00,415.9261666666666,19,4,0,0,1,0,0,29.6,24.5,74,1002.37,0
2018-07-06 20:00:00,314.47,20,4,0,0,1,0,0,28.8,24.8,79,1003.39,0
2018-07-06 21:00:00,277.83483333333334,21,4,0,0,1,0,0,25.9,24.7,93,1004.06,0
2018-07-06 22:00:00,229.721,22,4,0,0,1,0,0,26.0,24.8,93,1005.08,0
2018-07-06 23:00:00,209.4545,23,4,0,0,1,0,0,26.3,24.9,92,1005.08,0
2018-07-07 00:00:00,183.57549999999995,0,5,0,1,0,0,0,26.8,25.0,90,1004.74,0
2018-07-07 01:00:00,182.4065,1,5,0,1,0,0,0,26.8,25.1,90,1004.74,0
2018-07-07 02:00:00,180.1735,2,5,0,1,0,0,0,27.3,24.1,83,1004.06,0
2018-07-07 03:00:00,180.9995,3,5,0,1,0,0,0,27.4,23.7,80,1004.06,0
2018-07-07 04:00:00,191.836,4,5,0,1,0,0,0,27.4,23.5,79,1003.73,0
2018-07-07 05:00:00,188.0138333333333,5,5,0,1,0,0,0,27.7,23.5,78,1003.73,0
2018-07-07 06:00:00,142.06666666666666,6,5,0,1,0,0,0,27.8,23.6,78,1004.06,0
2018-07-07 07:00:00,187.00233333333333,7,5,0,1,0,0,0,27.8,23.4,77,1004.74,111
2018-07-07 08:00:00,257.0878333333334,8,5,0,1,0,1,0,29.1,23.5,72,1005.08,225
2018-07-07 09:00:00,254.04,9,5,0,1,0,1,0,29.9,23.3,68,1004.74,455
2018-07-07 10:00:00,272.6825,10,5,0,1,0,1,0,30.6,23.5,66,1005.08,334
2018-07-07 11:00:00,261.266,11,5,0,1,0,1,0,31.3,23.4,63,1004.74,664
2018-07-07 12:00:00,238.35550000000003,12,5,0,1,0,0,1,31.6,23.4,62,1004.4,341
2018-07-07 13:00:00,270.5655,13,5,0,1,0,1,0,31.5,23.6,63,1003.73,413
2018-07-07 14:00:00,254.7573333333333,14,5,0,1,0,1,0,32.1,24.1,63,1002.71,301
2018-07-07 15:00:00,248.647,15,5,0,1,0,1,0,30.3,24.0,69,1002.37,176
2018-07-07 16:00:00,221.78583333333333,16,5,0,1,0,1,0,32.0,23.6,61,1001.36,387
2018-07-07 17:00:00,156.98933333333332,17,5,0,1,0,0,0,32.4,24.2,62,1001.02,332
2018-07-07 18:00:00,173.55233333333334,18,5,0,1,0,0,0,31.4,23.2,62,1001.36,62
2018-07-07 19:00:00,176.25516666666667,19,5,0,1,0,0,0,30.6,23.2,65,1002.37,0
2018-07-07 20:00:00,179.84333333333333,20,5,0,1,0,0,0,30.0,23.7,69,1003.73,0
2018-07-07 21:00:00,176.754,21,5,0,1,0,0,0,29.3,23.3,70,1004.4,0
2018-07-07 22:00:00,168.3428333333333,22,5,0,1,0,0,0,28.9,23.2,71,1005.08,0
2018-07-07 23:00:00,146.343,23,5,0,1,0,0,0,28.7,22.9,71,1004.74,0
2018-07-08 00:00:00,152.4378333333333,0,6,0,1,0,0,0,28.6,22.8,71,1004.74,0
2018-07-08 01:00:00,147.046,1,6,0,1,0,0,0,28.4,22.9,72,1003.73,0
2018-07-08 02:00:00,145.51833333333337,2,6,0,1,0,0,0,28.3,23.0,73,1003.05,0
2018-07-08 03:00:00,146.34949999999998,3,6,0,1,0,0,0,28.4,23.1,73,1003.05,0
2018-07-08 04:00:00,156.714,4,6,0,1,0,0,0,28.4,23.1,73,1002.37,0
2018-07-08 05:00:00,149.10200000000003,5,6,0,1,0,0,0,28.3,23.4,75,1002.71,0
2018-07-08 06:00:00,117.65099999999998,6,6,0,1,0,0,0,28.3,23.3,74,1002.71,0
2018-07-08 07:00:00,103.97516666666668,7,6,0,1,0,0,0,28.6,23.4,74,1003.39,79
2018-07-08 08:00:00,100.827,8,6,0,1,0,1,0,29.1,23.6,72,1004.06,230
2018-07-08 09:00:00,106.18066666666662,9,6,0,1,0,1,0,29.9,23.9,70,1004.4,325
2018-07-08 10:00:00,113.98483333333336,10,6,0,1,0,1,0,30.5,23.7,67,1004.74,418
2018-07-08 11:00:00,117.16766666666668,11,6,0,1,0,1,0,31.8,23.7,62,1004.06,784
2018-07-08 12:00:00,121.72966666666666,12,6,0,1,0,0,1,32.8,23.5,58,1003.73,499
2018-07-08 13:00:00,121.52066666666668,13,6,0,1,0,1,0,32.6,23.3,58,1003.05,464
2018-07-08 14:00:00,121.69333333333331,14,6,0,1,0,1,0,33.2,23.8,58,1002.37,475
2018-07-08 15:00:00,123.82483333333332,15,6,0,1,0,1,0,33.2,24.1,59,1001.69,295
2018-07-08 16:00:00,161.73583333333332,16,6,0,1,0,1,0,31.7,24.8,67,1001.36,65
2018-07-08 17:00:00,164.5678333333333,17,6,0,1,0,0,0,31.2,25.1,70,1001.69,156
2018-07-08 18:00:00,184.5995,18,6,0,1,0,0,0,31.3,24.9,69,1001.69,44
2018-07-08 19:00:00,192.03066666666663,19,6,0,1,0,0,0,30.6,25.2,73,1002.37,0
2018-07-08 20:00:00,191.702,20,6,0,1,0,0,0,29.6,24.7,75,1002.71,0
2018-07-08 21:00:00,153.839,21,6,0,1,0,0,0,29.2,25.2,79,1003.73,0
2018-07-08 22:00:00,151.76333333333332,22,6,0,1,0,0,0,29.6,25.4,78,1004.4,0
2018-07-08 23:00:00,141.30499999999998,23,6,0,1,0,0,0,29.7,24.6,74,1004.4,0
2018-07-09 00:00:00,140.0076666666667,0,0,0,0,1,0,0,29.4,24.3,74,1004.4,0
2018-07-09 01:00:00,139.83983333333333,1,0,0,0,1,0,0,29.1,23.3,71,1003.73,0
2018-07-09 02:00:00,138.50233333333333,2,0,0,0,1,0,0,28.9,23.4,72,1003.39,0
2018-07-09 03:00:00,140.35016666666667,3,0,0,0,1,0,0,28.7,23.3,73,1003.05,0
2018-07-09 04:00:00,159.47216666666665,4,0,0,0,1,0,0,28.4,23.6,75,1003.05,0
2018-07-09 05:00:00,165.52666666666667,5,0,0,0,1,0,0,28.3,23.5,75,1003.05,0
2018-07-09 06:00:00,180.64066666666668,6,0,0,0,1,0,0,28.2,23.6,76,1003.39,0
2018-07-09 07:00:00,331.1308333333333,7,0,0,0,1,0,0,28.3,23.5,75,1004.06,67
2018-07-09 08:00:00,759.2848333333333,8,0,0,0,1,1,0,28.8,23.5,73,1004.4,116
2018-07-09 09:00:00,701.3083333333333,9,0,0,0,1,1,0,29.6,23.8,71,1004.74,216
2018-07-09 10:00:00,690.6226666666666,10,0,0,0,1,1,0,31.0,24.4,68,1004.74,461
2018-07-09 11:00:00,537.2293333333333,11,0,0,0,1,1,0,31.7,24.3,65,1004.74,489
2018-07-09 12:00:00,270.0655,12,0,0,0,1,0,1,31.6,24.9,68,1004.4,360
2018-07-09 13:00:00,719.7698333333333,13,0,0,0,1,1,0,31.9,24.8,66,1004.06,397
2018-07-09 14:00:00,671.937,14,0,0,0,1,1,0,32.3,24.9,65,1003.05,464
2018-07-09 15:00:00,622.1088333333333,15,0,0,0,1,1,0,31.9,25.1,67,1002.03,346
2018-07-09 16:00:00,513.3663333333334,16,0,0,0,1,1,0,32.7,25.5,66,1001.36,230
2018-07-09 17:00:00,326.90700000000004,17,0,0,0,1,0,0,32.2,25.0,66,1001.69,18
2018-07-09 18:00:00,311.399,18,0,0,0,1,0,0,26.2,24.0,88,1003.05,18
2018-07-09 19:00:00,288.1143333333333,19,0,0,0,1,0,0,26.2,24.2,89,1004.06,0
2018-07-09 20:00:00,192.21716666666663,20,0,0,0,1,0,0,25.4,23.9,91,1004.4,0
2018-07-09 21:00:00,148.54283333333333,21,0,0,0,1,0,0,26.0,24.2,90,1005.42,0
2018-07-09 22:00:00,126.91583333333334,22,0,0,0,1,0,0,26.3,24.9,92,1006.1,0
2018-07-09 23:00:00,116.37733333333334,23,0,0,0,1,0,0,26.3,24.9,92,1006.43,0
2018-07-10 00:00:00,121.01066666666668,0,1,0,0,1,0,0,26.4,25.2,93,1006.43,0
2018-07-10 01:00:00,119.47116666666668,1,1,0,0,1,0,0,26.1,24.7,92,1005.42,0
2018-07-10 02:00:00,118.479,2,1,0,0,1,0,0,26.3,24.7,91,1004.74,0
2018-07-10 03:00:00,118.95499999999998,3,1,0,0,1,0,0,26.4,24.7,90,1004.06,0
2018-07-10 04:00:00,137.25716666666668,4,1,0,0,1,0,0,26.4,24.8,91,1004.06,0
2018-07-10 05:00:00,110.145,5,1,0,0,1,0,0,26.4,24.8,91,1003.73,0
2018-07-10 06:00:00,150.44216666666668,6,1,0,0,1,0,0,26.3,24.7,91,1004.06,0
2018-07-10 07:00:00,323.65683333333334,7,1,0,0,1,0,0,26.7,24.9,90,1005.08,42
2018-07-10 08:00:00,645.2793333333334,8,1,0,0,1,1,0,27.7,24.9,85,1005.76,214
2018-07-10 09:00:00,655.6953333333333,9,1,0,0,1,1,0,28.9,24.4,77,1005.76,362
2018-07-10 10:00:00,643.1171666666667,10,1,0,0,1,1,0,29.9,23.9,70,1005.76,635
2018-07-10 11:00:00,525.7473333333332,11,1,0,0,1,1,0,30.4,24.3,70,1005.08,476
2018-07-10 12:00:00,292.5713333333333,12,1,0,0,1,0,1,31.6,24.5,66,1004.74,334
2018-07-10 13:00:00,702.1576666666666,13,1,0,0,1,1,0,31.4,24.5,67,1004.4,636
2018-07-10 14:00:00,648.0348333333334,14,1,0,0,1,1,0,31.8,24.2,64,1003.73,413
2018-07-10 15:00:00,630.5533333333333,15,1,0,0,1,1,0,31.6,23.9,64,1003.39,339
2018-07-10 16:00:00,482.9881666666666,16,1,0,0,1,1,0,31.4,23.6,63,1002.71,329
2018-07-10 17:00:00,305.7635,17,1,0,0,1,0,0,31.4,23.8,64,1002.37,165
2018-07-10 18:00:00,333.6058333333333,18,1,0,0,1,0,0,31.2,23.6,64,1002.37,72
2018-07-10 19:00:00,330.1358333333333,19,1,0,0,1,0,0,30.1,25.3,76,1003.05,0
2018-07-10 20:00:00,204.93133333333333,20,1,0,0,1,0,0,29.8,25.3,77,1003.73,0
2018-07-10 21:00:00,165.93883333333332,21,1,0,0,1,0,0,29.7,25.5,78,1004.74,0
2018-07-10 22:00:00,133.6013333333333,22,1,0,0,1,0,0,29.3,24.6,76,1005.42,0
2018-07-10 23:00:00,124.20166666666664,23,1,0,0,1,0,0,28.1,22.8,73,1005.76,0
2018-07-11 00:00:00,123.4113333333333,0,2,0,0,1,0,0,27.7,23.1,76,1005.76,0
2018-07-11 01:00:00,123.09449999999995,1,2,0,0,1,0,0,27.7,23.3,77,1005.08,0
2018-07-11 02:00:00,123.52783333333332,2,2,0,0,1,0,0,27.2,23.4,80,1004.4,0
2018-07-11 03:00:00,123.30483333333332,3,2,0,0,1,0,0,26.9,23.4,81,1004.06,0
2018-07-11 04:00:00,142.82316666666665,4,2,0,0,1,0,0,26.9,23.0,79,1004.06,0
2018-07-11 05:00:00,165.7146666666667,5,2,0,0,1,0,0,27.0,23.1,79,1004.06,0
2018-07-11 06:00:00,164.63366666666664,6,2,0,0,1,0,0,27.0,23.1,79,1004.74,0
2018-07-11 07:00:00,327.66966666666667,7,2,0,0,1,0,0,27.4,23.2,78,1004.74,125
2018-07-11 08:00:00,641.298,8,2,0,0,1,1,0,27.9,23.5,77,1005.08,91
2018-07-11 09:00:00,558.9476666666666,9,2,0,0,1,1,0,28.4,23.1,73,1005.42,165
2018-07-11 10:00:00,572.378,10,2,0,0,1,1,0,29.2,23.8,73,1005.76,353
2018-07-11 11:00:00,450.5298333333333,11,2,0,0,1,1,0,29.7,23.2,68,1005.42,290
2018-07-11 12:00:00,255.46633333333327,12,2,0,0,1,0,1,30.4,23.8,68,1004.74,534
2018-07-11 13:00:00,637.5443333333333,13,2,0,0,1,1,0,30.8,23.7,66,1003.73,352
2018-07-11 14:00:00,569.1336666666666,14,2,0,0,1,1,0,30.9,23.8,66,1003.05,250
2018-07-11 15:00:00,559.9643333333333,15,2,0,0,1,1,0,30.4,24.1,69,1002.37,135
2018-07-11 16:00:00,434.93549999999993,16,2,0,0,1,1,0,30.9,24.1,67,1001.69,163
2018-07-11 17:00:00,277.0755,17,2,0,0,1,0,0,30.3,23.9,69,1001.69,206
2018-07-11 18:00:00,339.2451666666667,18,2,0,0,1,0,0,30.4,24.1,69,1002.03,53
2018-07-11 19:00:00,347.0285,19,2,0,0,1,0,0,29.8,23.8,70,1002.71,0
2018-07-11 20:00:00,265.8168333333333,20,2,0,0,1,0,0,29.4,23.6,71,1003.39,0
2018-07-11 21:00:00,195.5405,21,2,0,0,1,0,0,29.0,23.7,73,1003.73,0
2018-07-11 22:00:00,160.16316666666663,22,2,0,0,1,0,0,28.6,23.5,74,1004.06,0
2018-07-11 23:00:00,144.99066666666664,23,2,0,0,1,0,0,28.1,23.1,74,1004.74,0
2018-07-12 00:00:00,142.62466666666666,0,3,0,0,1,0,0,27.7,22.8,75,1004.4,0
2018-07-12 01:00:00,142.03,1,3,0,0,1,0,0,27.4,22.8,76,1004.06,0
2018-07-12 02:00:00,141.19583333333335,2,3,0,0,1,0,0,27.3,22.7,76,1003.39,0
2018-07-12 03:00:00,138.65116666666663,3,3,0,0,1,0,0,27.1,22.4,76,1003.05,0
2018-07-12 04:00:00,160.06349999999998,4,3,0,0,1,0,0,27.0,22.6,77,1002.71,0
2018-07-12 05:00:00,160.47633333333334,5,3,0,0,1,0,0,27.2,22.6,76,1002.71,0
2018-07-12 06:00:00,139.76683333333332,6,3,0,0,1,0,0,27.3,22.7,76,1002.71,0
2018-07-12 07:00:00,311.162,7,3,0,0,1,0,0,27.8,23.2,76,1003.05,51
